"teamName","scoreHome","scoreAway","completions","throwingAttempts","hucksCompleted","hucksAttempted","blocks","turnovers","oLineScores","oLinePoints","oLinePossessions","dLineScores","dLinePoints","dLinePossessions","redZoneScores","redZonePossessions","gameID","teamID"
"Empire",18,17,287,310,NA,NA,12,23,9,21,26,8,20,16,NA,NA,"2017-06-04-NY-DC","empire"
"Breeze",18,17,354,374,NA,NA,12,20,11,20,28,7,21,14,NA,NA,"2017-06-04-NY-DC","breeze"
"Aviators",30,24,319,349,NA,NA,13,30,19,32,42,5,26,14,NA,NA,"2017-06-04-LA-SF","aviators"
"FlameThrowers",30,24,129,153,NA,NA,17,24,20,26,37,10,32,20,NA,NA,"2017-06-04-LA-SF","flamethrowers"
"Hustle",27,24,233,249,NA,NA,10,16,20,26,29,7,29,18,NA,NA,"2017-06-04-AUS-ATL","hustle"
"Sol",27,24,237,260,NA,NA,4,23,19,29,35,5,26,11,NA,NA,"2017-06-04-AUS-ATL","sol"
"Growlers",23,25,266,288,NA,NA,16,22,18,25,36,7,27,13,NA,NA,"2017-06-03-SD-VAN","growlers"
"Riptide",23,25,292,316,NA,NA,13,24,19,27,32,4,25,17,NA,NA,"2017-06-03-SD-VAN","riptide"
"Thunderbirds",22,21,217,241,NA,NA,7,24,14,24,31,7,23,15,NA,NA,"2017-06-03-PIT-CHI","thunderbirds"
"Union",22,21,265,287,NA,NA,11,22,13,23,30,9,24,17,NA,NA,"2017-06-03-PIT-CHI","union"
"Rush",33,23,294,310,NA,NA,12,16,20,25,28,13,35,24,NA,NA,"2017-06-03-OTT-TOR","rush"
"Outlaws",33,23,257,283,NA,NA,2,26,19,35,44,4,25,7,NA,NA,"2017-06-03-OTT-TOR","outlaws"
"Spiders",23,28,280,301,NA,NA,9,21,20,30,34,3,25,12,NA,NA,"2017-06-03-LA-SJ","spiders"
"Aviators",23,28,282,298,NA,NA,7,16,21,25,34,7,30,12,NA,NA,"2017-06-03-LA-SJ","aviators"
"Flyers",27,26,227,237,NA,NA,6,10,19,28,29,8,29,11,NA,NA,"2017-06-03-JAX-RAL","flyers"
"Cannons",27,26,334,346,NA,NA,6,12,19,29,31,7,28,8,NA,NA,"2017-06-03-JAX-RAL","cannons"
"Mechanix",23,32,264,294,NA,NA,9,30,21,35,46,2,25,10,NA,NA,"2017-06-03-IND-DET","mechanix"
"AlleyCats",23,32,235,256,NA,NA,16,21,23,25,33,9,34,22,NA,NA,"2017-06-03-IND-DET","alleycats"
"Phoenix",22,21,240,261,NA,NA,7,21,19,23,31,3,24,15,NA,NA,"2017-06-03-DC-PHI","phoenix"
"Breeze",22,21,286,309,NA,NA,10,23,17,24,34,4,23,12,NA,NA,"2017-06-03-DC-PHI","breeze"
"Radicals",17,23,218,244,NA,NA,12,26,12,25,33,5,19,12,NA,NA,"2017-06-03-DAL-MAD","radicals"
"Legion",17,23,372,391,NA,NA,13,19,13,19,25,10,25,20,NA,NA,"2017-06-03-DAL-MAD","legion"
"Sol",24,28,108,128,NA,NA,13,20,18,26,30,10,30,19,NA,NA,"2017-06-03-AUS-NSH","sol"
"Nightwatch",24,28,295,318,NA,NA,11,23,17,30,38,7,26,12,NA,NA,"2017-06-03-AUS-NSH","nightwatch"
"Outlaws",22,31,186,218,NA,NA,8,32,19,33,42,3,24,13,NA,NA,"2017-06-02-MTL-OTT","outlaws"
"Royal",22,31,299,320,NA,NA,17,21,18,24,33,13,33,23,NA,NA,"2017-06-02-MTL-OTT","royal"
"Phoenix",23,21,216,244,NA,NA,11,28,14,25,36,7,23,14,NA,NA,"2017-05-28-PHI-MTL","phoenix"
"Royal",23,21,242,268,NA,NA,15,26,14,23,30,9,25,21,NA,NA,"2017-05-28-PHI-MTL","royal"
"Union",23,20,269,310,NA,NA,12,41,10,25,41,10,22,21,NA,NA,"2017-05-28-CHI-MIN","union"
"Wind Chill",23,20,194,231,NA,NA,16,37,11,22,32,12,25,30,NA,NA,"2017-05-28-CHI-MIN","windchill"
"Aviators",23,24,312,328,NA,NA,11,16,17,26,31,6,25,10,NA,NA,"2017-05-27-SD-LA","aviators"
"Growlers",23,24,268,283,NA,NA,8,15,17,25,28,7,26,13,NA,NA,"2017-05-27-SD-LA","growlers"
"Thunderbirds",21,23,245,268,NA,NA,13,23,17,23,33,6,25,17,NA,NA,"2017-05-27-PIT-DET","thunderbirds"
"Mechanix",21,23,247,274,NA,NA,12,27,15,26,34,6,23,16,NA,NA,"2017-05-27-PIT-DET","mechanix"
"Phoenix",31,18,228,257,NA,NA,10,29,13,33,40,5,20,8,NA,NA,"2017-05-27-PHI-TOR","phoenix"
"Rush",31,18,287,302,NA,NA,15,15,15,20,23,16,33,27,NA,NA,"2017-05-27-PHI-TOR","rush"
"Hustle",20,23,215,233,NA,NA,9,18,16,25,30,4,22,10,NA,NA,"2017-05-27-JAX-ATL","hustle"
"Cannons",20,23,380,396,NA,NA,10,16,16,22,28,7,25,14,NA,NA,"2017-05-27-JAX-ATL","cannons"
"Empire",25,28,286,298,NA,NA,7,12,21,30,31,4,27,9,NA,NA,"2017-05-27-DC-NY","empire"
"Breeze",25,28,281,291,NA,NA,6,10,21,27,30,7,30,9,NA,NA,"2017-05-27-DC-NY","breeze"
"Union",21,20,373,390,NA,NA,10,17,15,23,25,5,22,12,NA,NA,"2017-05-27-CHI-MAD","union"
"Radicals",21,20,257,271,NA,NA,12,14,15,22,29,6,23,10,NA,NA,"2017-05-27-CHI-MAD","radicals"
"FlameThrowers",33,20,229,252,NA,NA,17,23,20,22,28,13,35,30,NA,NA,"2017-05-21-VAN-SF","flamethrowers"
"Riptide",33,20,248,284,NA,NA,12,36,19,35,51,1,22,7,NA,NA,"2017-05-21-VAN-SF","riptide"
"Royal",16,19,226,253,NA,NA,11,27,14,18,35,5,20,12,NA,NA,"2017-05-21-MTL-NY","royal"
"Empire",16,19,218,246,NA,NA,14,28,12,21,26,4,18,21,NA,NA,"2017-05-21-MTL-NY","empire"
"Mechanix",22,12,203,261,NA,NA,12,58,11,24,54,1,15,18,NA,NA,"2017-05-21-DET-CHI","mechanix"
"Union",22,12,175,224,NA,NA,28,49,11,14,32,11,24,41,NA,NA,"2017-05-21-DET-CHI","union"
"Legion",26,18,323,347,NA,NA,16,24,15,20,27,11,28,25,NA,NA,"2017-05-21-ATL-DAL","legion"
"Hustle",26,18,189,221,NA,NA,13,32,15,28,41,3,20,12,NA,NA,"2017-05-21-ATL-DAL","hustle"
"Riptide",19,18,206,233,NA,NA,16,27,12,21,33,6,20,13,NA,NA,"2017-05-20-VAN-SJ","riptide"
"Spiders",19,18,336,360,NA,NA,14,24,12,20,26,7,21,21,NA,NA,"2017-05-20-VAN-SJ","spiders"
"Cannons",20,21,268,289,NA,NA,8,21,14,23,30,6,22,13,NA,NA,"2017-05-20-RAL-JAX","cannons"
"Flyers",20,21,234,254,NA,NA,10,20,14,22,28,7,23,15,NA,NA,"2017-05-20-RAL-JAX","flyers"
"Thunderbirds",31,25,295,324,NA,NA,8,29,18,33,43,7,27,12,NA,NA,"2017-05-20-PIT-MAD","thunderbirds"
"Radicals",31,25,234,256,NA,NA,21,22,19,27,32,12,33,24,NA,NA,"2017-05-20-PIT-MAD","radicals"
"Royal",23,20,195,227,NA,NA,14,32,14,25,36,6,22,16,NA,NA,"2017-05-20-MTL-DC","royal"
"Breeze",23,20,255,282,NA,NA,17,27,13,22,32,10,25,22,NA,NA,"2017-05-20-MTL-DC","breeze"
"Mechanix",26,17,260,303,NA,NA,14,43,13,29,48,4,19,15,NA,NA,"2017-05-20-DET-MIN","mechanix"
"Wind Chill",26,17,203,237,NA,NA,21,34,12,19,28,14,28,35,NA,NA,"2017-05-20-DET-MIN","windchill"
"Hustle",27,28,239,254,NA,NA,10,15,21,29,33,7,30,13,NA,NA,"2017-05-20-ATL-AUS","hustle"
"Sol",27,28,355,372,NA,NA,11,17,22,30,36,5,29,10,NA,NA,"2017-05-20-ATL-AUS","sol"
"Royal",25,26,255,277,NA,NA,12,22,20,28,35,5,27,15,NA,NA,"2017-05-14-PHI-MTL","royal"
"Phoenix",25,26,254,276,NA,NA,10,22,21,28,36,5,28,15,NA,NA,"2017-05-14-PHI-MTL","phoenix"
"Wind Chill",19,22,208,244,NA,NA,22,36,14,21,32,8,24,29,NA,NA,"2017-05-14-MIN-DET","windchill"
"Mechanix",19,22,193,233,NA,NA,23,40,16,25,49,3,21,14,NA,NA,"2017-05-14-MIN-DET","mechanix"
"Cascades",27,28,240,267,NA,NA,11,27,20,29,39,8,30,18,NA,NA,"2017-05-13-SEA-SF","cascades"
"FlameThrowers",27,28,259,288,NA,NA,14,29,21,30,39,6,29,18,NA,NA,"2017-05-13-SEA-SF","flamethrowers"
"Growlers",27,26,315,339,NA,NA,16,24,19,30,37,7,28,17,NA,NA,"2017-05-13-SD-VAN","growlers"
"Riptide",27,26,240,263,NA,NA,14,23,18,28,37,9,30,17,NA,NA,"2017-05-13-SD-VAN","riptide"
"Outlaws",25,21,230,252,NA,NA,13,22,15,23,31,10,27,18,NA,NA,"2017-05-13-PHI-OTT","outlaws"
"Phoenix",25,21,95,122,NA,NA,13,27,16,27,35,5,23,15,NA,NA,"2017-05-13-PHI-OTT","phoenix"
"Nightwatch",31,19,261,292,NA,NA,5,31,18,33,42,1,21,10,NA,NA,"2017-05-13-NSH-ATL","nightwatch"
"Hustle",31,19,281,300,NA,NA,15,19,18,21,30,13,33,22,NA,NA,"2017-05-13-NSH-ATL","hustle"
"Union",17,20,352,379,NA,NA,15,27,15,22,35,2,19,12,NA,NA,"2017-05-13-MIN-CHI","union"
"Wind Chill",17,20,199,221,NA,NA,13,22,13,19,26,7,22,17,NA,NA,"2017-05-13-MIN-CHI","windchill"
"Radicals",20,23,245,260,NA,NA,14,15,14,22,26,9,25,14,NA,NA,"2017-05-13-MAD-IND","radicals"
"AlleyCats",20,23,259,278,NA,NA,7,19,15,25,30,5,22,10,NA,NA,"2017-05-13-MAD-IND","alleycats"
"Aviators",28,22,266,293,NA,NA,8,27,16,30,40,6,24,12,NA,NA,"2017-05-13-LA-SJ","aviators"
"Spiders",28,22,277,299,NA,NA,19,22,16,24,29,12,30,24,NA,NA,"2017-05-13-LA-SJ","spiders"
"Rush",26,20,251,266,NA,NA,9,15,15,22,27,11,28,16,NA,NA,"2017-05-13-DC-TOR","rush"
"Breeze",26,20,226,249,NA,NA,5,23,17,28,36,3,22,8,NA,NA,"2017-05-13-DC-TOR","breeze"
"Flyers",32,25,296,308,NA,NA,5,12,22,27,31,10,34,16,NA,NA,"2017-05-13-DAL-RAL","flyers"
"Legion",32,25,304,324,NA,NA,8,20,23,34,40,2,27,8,NA,NA,"2017-05-13-DAL-RAL","legion"
"Cannons",24,22,266,285,NA,NA,13,19,18,24,29,6,26,17,NA,NA,"2017-05-12-DAL-JAX","cannons"
"Legion",24,22,215,236,NA,NA,11,21,18,26,35,4,24,10,NA,NA,"2017-05-12-DAL-JAX","legion"
"Aviators",23,18,267,297,NA,NA,14,30,15,20,31,8,24,24,NA,NA,"2017-05-07-VAN-LA","aviators"
"Riptide",23,18,159,194,NA,NA,20,35,13,25,40,5,20,16,NA,NA,"2017-05-07-VAN-LA","riptide"
"Rush",17,24,192,228,NA,NA,19,36,13,19,36,11,26,27,NA,NA,"2017-05-07-TOR-MTL","rush"
"Royal",17,24,125,169,NA,NA,19,44,13,26,40,4,19,22,NA,NA,"2017-05-07-TOR-MTL","royal"
"Nightwatch",31,11,119,167,NA,NA,9,48,11,33,53,0,13,8,NA,NA,"2017-05-07-NSH-AUS","nightwatch"
"Sol",31,11,238,266,NA,NA,22,28,13,13,21,18,33,40,NA,NA,"2017-05-07-NSH-AUS","sol"
"Riptide",22,14,171,209,NA,NA,12,38,10,24,43,4,16,11,NA,NA,"2017-05-06-VAN-SD","riptide"
"Growlers",22,14,302,332,NA,NA,25,30,11,16,23,11,24,30,NA,NA,"2017-05-06-VAN-SD","growlers"
"Rush",21,24,235,265,NA,NA,22,30,16,23,34,8,26,23,NA,NA,"2017-05-06-TOR-OTT","rush"
"Outlaws",21,24,165,200,NA,NA,17,35,16,26,41,5,23,19,NA,NA,"2017-05-06-TOR-OTT","outlaws"
"Cascades",26,24,257,287,NA,NA,15,30,18,26,36,8,28,22,NA,NA,"2017-05-06-PIT-SEA","cascades"
"Thunderbirds",26,24,230,262,NA,NA,24,32,19,28,41,5,26,17,NA,NA,"2017-05-06-PIT-SEA","thunderbirds"
"Breeze",22,21,230,254,NA,NA,19,24,14,23,29,8,24,20,NA,NA,"2017-05-06-NY-DC","breeze"
"Empire",22,21,230,256,NA,NA,13,26,14,24,34,7,23,14,NA,NA,"2017-05-06-NY-DC","empire"
"Nightwatch",32,23,257,287,NA,NA,10,30,22,34,45,1,25,11,NA,NA,"2017-05-06-NSH-DAL","nightwatch"
"Legion",32,23,259,281,NA,NA,17,22,22,25,33,10,34,23,NA,NA,"2017-05-06-NSH-DAL","legion"
"Wind Chill",28,25,304,324,NA,NA,9,20,20,27,33,8,30,16,NA,NA,"2017-05-06-IND-MIN","windchill"
"AlleyCats",28,25,196,218,NA,NA,8,22,18,30,37,7,27,13,NA,NA,"2017-05-06-IND-MIN","alleycats"
"Radicals",18,16,168,185,NA,NA,12,17,9,18,23,9,20,16,NA,NA,"2017-05-06-CHI-MAD","radicals"
"Union",18,16,452,473,NA,NA,9,21,10,20,27,6,18,12,NA,NA,"2017-05-06-CHI-MAD","union"
"Growlers",20,21,230,259,NA,NA,14,29,11,23,30,9,22,21,NA,NA,"2017-04-30-SF-SD","growlers"
"FlameThrowers",20,21,125,152,NA,NA,9,27,10,22,31,11,23,18,NA,NA,"2017-04-30-SF-SD","flamethrowers"
"Outlaws",26,29,233,255,NA,NA,11,22,24,28,39,5,31,13,NA,NA,"2017-04-30-OTT-PHI","outlaws"
"Phoenix",26,29,256,281,NA,NA,12,25,24,31,40,2,28,14,NA,NA,"2017-04-30-OTT-PHI","phoenix"
"Legion",24,29,271,295,NA,NA,14,24,19,26,34,10,31,22,NA,NA,"2017-04-30-DAL-ATL","legion"
"Hustle",24,29,236,264,NA,NA,10,28,19,31,41,5,26,14,NA,NA,"2017-04-30-DAL-ATL","hustle"
"Cannons",30,22,247,276,NA,NA,15,29,19,24,34,11,32,27,NA,NA,"2017-04-30-AUS-JAX","cannons"
"Sol",30,22,233,270,NA,NA,12,37,19,32,47,3,24,14,NA,NA,"2017-04-30-AUS-JAX","sol"
"Riptide",22,28,202,233,NA,NA,17,31,19,30,42,3,24,15,NA,NA,"2017-04-29-SJ-VAN","riptide"
"Spiders",22,28,310,336,NA,NA,12,26,18,24,33,10,30,22,NA,NA,"2017-04-29-SJ-VAN","spiders"
"Aviators",22,26,273,297,NA,NA,11,24,17,28,29,5,24,20,NA,NA,"2017-04-29-SF-LA","aviators"
"FlameThrowers",22,26,183,203,NA,NA,14,20,18,24,38,8,28,10,NA,NA,"2017-04-29-SF-LA","flamethrowers"
"Phoenix",18,13,247,279,NA,NA,10,32,8,20,28,5,15,18,NA,NA,"2017-04-29-PHI-NY","phoenix"
"Empire",18,13,211,237,NA,NA,19,26,10,15,28,8,20,18,NA,NA,"2017-04-29-PHI-NY","empire"
"Outlaws",29,24,196,224,NA,NA,11,28,18,31,38,6,26,16,NA,NA,"2017-04-29-OTT-DC","outlaws"
"Breeze",29,24,275,298,NA,NA,14,23,19,26,36,10,31,19,NA,NA,"2017-04-29-OTT-DC","breeze"
"Royal",19,22,210,239,NA,NA,16,29,13,21,33,9,24,21,NA,NA,"2017-04-29-MTL-TOR","royal"
"Rush",19,22,207,239,NA,NA,12,32,11,24,34,8,21,20,NA,NA,"2017-04-29-MTL-TOR","rush"
"Radicals",22,20,199,229,NA,NA,14,30,15,24,33,5,22,18,NA,NA,"2017-04-29-MAD-MIN","radicals"
"Wind Chill",22,20,375,402,NA,NA,14,27,15,22,34,7,24,18,NA,NA,"2017-04-29-MAD-MIN","windchill"
"AlleyCats",26,25,237,261,NA,NA,15,24,20,28,40,5,27,11,NA,NA,"2017-04-29-IND-PIT","alleycats"
"Thunderbirds",26,25,265,287,NA,NA,10,22,19,27,30,7,28,20,NA,NA,"2017-04-29-IND-PIT","thunderbirds"
"Nightwatch",8,27,214,257,NA,NA,10,43,8,29,47,0,10,5,NA,NA,"2017-04-29-DAL-NSH","nightwatch"
"Legion",8,27,244,267,NA,NA,21,23,10,10,15,17,29,37,NA,NA,"2017-04-29-DAL-NSH","legion"
"Mechanix",23,14,225,249,NA,NA,13,24,13,17,22,10,26,29,NA,NA,"2017-04-29-CHI-DET","mechanix"
"Union",23,14,236,270,NA,NA,11,34,11,25,42,3,16,8,NA,NA,"2017-04-29-CHI-DET","union"
"Flyers",28,23,281,295,NA,NA,9,14,18,25,32,10,30,14,NA,NA,"2017-04-29-AUS-RAL","flyers"
"Sol",28,23,241,262,NA,NA,4,21,20,30,34,3,25,10,NA,NA,"2017-04-29-AUS-RAL","sol"
"Spiders",26,27,364,383,NA,NA,10,19,22,28,37,5,29,11,NA,NA,"2017-04-28-SJ-SEA","spiders"
"Cascades",26,27,259,280,NA,NA,10,21,21,30,35,5,28,14,NA,NA,"2017-04-28-SJ-SEA","cascades"
"Royal",21,8,240,277,NA,NA,9,37,8,23,44,0,10,4,NA,NA,"2017-04-23-MTL-NY","royal"
"Empire",21,8,214,238,NA,NA,21,24,10,10,14,11,23,33,NA,NA,"2017-04-23-MTL-NY","empire"
"Nightwatch",11,14,157,200,NA,NA,8,43,8,16,31,3,13,25,NA,NA,"2017-04-23-JAX-NSH","nightwatch"
"Cannons",11,14,224,264,NA,NA,14,40,8,13,33,6,16,23,NA,NA,"2017-04-23-JAX-NSH","cannons"
"Riptide",24,27,261,282,NA,NA,11,21,19,29,37,5,26,9,NA,NA,"2017-04-22-SEA-VAN","riptide"
"Cascades",24,27,257,274,NA,NA,7,17,20,26,30,7,29,16,NA,NA,"2017-04-22-SEA-VAN","cascades"
"FlameThrowers",28,19,327,346,NA,NA,13,19,16,21,27,12,30,21,NA,NA,"2017-04-22-SD-SF","flamethrowers"
"Growlers",28,19,201,229,NA,NA,13,28,17,30,39,2,21,10,NA,NA,"2017-04-22-SD-SF","growlers"
"Royal",23,24,339,367,NA,NA,22,28,18,26,37,6,27,19,NA,NA,"2017-04-22-MTL-PHI","royal"
"Phoenix",23,24,250,280,NA,NA,18,30,16,27,39,7,26,17,NA,NA,"2017-04-22-MTL-PHI","phoenix"
"Hustle",25,27,262,282,NA,NA,11,20,20,29,34,5,27,15,NA,NA,"2017-04-22-JAX-ATL","hustle"
"Cannons",25,27,268,287,NA,NA,3,19,21,27,36,6,29,12,NA,NA,"2017-04-22-JAX-ATL","cannons"
"Wind Chill",26,16,255,280,NA,NA,21,25,12,18,21,14,28,32,NA,NA,"2017-04-22-IND-MIN","windchill"
"AlleyCats",26,16,208,242,NA,NA,14,34,13,28,45,3,18,8,NA,NA,"2017-04-22-IND-MIN","alleycats"
"Flyers",23,21,336,364,NA,NA,19,28,15,23,30,8,26,26,NA,NA,"2017-04-22-DC-RAL","flyers"
"Breeze",23,21,206,238,NA,NA,14,32,14,26,41,7,23,15,NA,NA,"2017-04-22-DC-RAL","breeze"
"Legion",24,30,197,219,NA,NA,17,22,20,26,37,10,32,19,NA,NA,"2017-04-22-DAL-AUS","legion"
"Sol",24,30,332,359,NA,NA,9,27,19,32,38,5,26,16,NA,NA,"2017-04-22-DAL-AUS","sol"
"Union",30,22,274,299,NA,NA,5,25,18,33,41,4,24,8,NA,NA,"2017-04-22-CHI-PIT","union"
"Thunderbirds",30,22,224,240,NA,NA,14,16,19,24,28,11,31,20,NA,NA,"2017-04-22-CHI-PIT","thunderbirds"
"Growlers",30,25,247,265,NA,NA,4,18,19,32,37,6,27,8,NA,NA,"2017-04-21-SD-SJ","growlers"
"Spiders",30,25,339,352,NA,NA,12,13,20,27,29,10,32,16,NA,NA,"2017-04-21-SD-SJ","spiders"
"Flyers",18,25,237,254,NA,NA,18,17,14,20,29,11,27,17,NA,NA,"2017-04-15-RAL-JAX","flyers"
"Cannons",18,25,278,304,NA,NA,5,26,15,27,32,3,20,13,NA,NA,"2017-04-15-RAL-JAX","cannons"
"Hustle",27,37,270,285,NA,NA,12,15,28,29,38,9,39,17,NA,NA,"2017-04-15-ATL-NSH","hustle"
"Nightwatch",27,37,297,323,NA,NA,4,26,26,39,44,1,29,10,NA,NA,"2017-04-15-ATL-NSH","nightwatch"
"Aviators",21,18,291,317,NA,NA,18,26,13,19,28,8,23,21,NA,NA,"2017-04-09-VAN-LA","aviators"
"Riptide",21,18,209,239,NA,NA,7,30,13,23,35,5,20,14,NA,NA,"2017-04-09-VAN-LA","riptide"
"Breeze",32,21,221,238,NA,NA,16,17,21,23,27,11,34,25,NA,NA,"2017-04-09-TOR-DC","breeze"
"Rush",32,21,278,307,NA,NA,5,29,19,34,45,2,23,6,NA,NA,"2017-04-09-TOR-DC","rush"
"Legion",33,18,235,283,NA,NA,26,48,17,20,31,16,35,53,NA,NA,"2017-04-09-RAL-DAL","legion"
"Flyers",33,18,139,201,NA,NA,18,62,18,35,71,0,20,11,NA,NA,"2017-04-09-RAL-DAL","flyers"
"Rush",17,22,256,282,NA,NA,17,26,13,19,28,9,24,24,NA,NA,"2017-04-08-TOR-NY","rush"
"Empire",17,22,173,206,NA,NA,14,33,14,23,36,3,20,13,NA,NA,"2017-04-08-TOR-NY","empire"
"FlameThrowers",24,22,225,247,NA,NA,12,22,17,26,35,5,24,12,NA,NA,"2017-04-08-SF-SJ","flamethrowers"
"Spiders",24,22,326,345,NA,NA,12,19,16,24,29,8,26,17,NA,NA,"2017-04-08-SF-SJ","spiders"
"Flyers",19,26,211,236,NA,NA,17,25,15,21,25,11,28,29,NA,NA,"2017-04-08-RAL-AUS","flyers"
"Sol",19,26,272,304,NA,NA,10,32,14,28,44,5,21,10,NA,NA,"2017-04-08-RAL-AUS","sol"
"AlleyCats",25,15,224,247,NA,NA,19,23,12,17,24,13,27,25,NA,NA,"2017-04-08-DET-IND","alleycats"
"Mechanix",25,15,257,289,NA,NA,16,32,12,27,39,3,17,11,NA,NA,"2017-04-08-DET-IND","mechanix"
"Radicals",19,24,300,320,NA,NA,12,20,16,21,24,8,26,22,NA,NA,"2017-04-02-MAD-IND","radicals"
"AlleyCats",19,24,214,239,NA,NA,9,25,15,26,38,4,21,8,NA,NA,"2017-04-02-MAD-IND","alleycats"
"Riptide",29,18,208,236,NA,NA,12,28,18,31,40,0,20,7,NA,NA,"2017-04-01-VAN-SEA","riptide"
"Cascades",29,18,298,317,NA,NA,15,19,18,20,27,11,31,21,NA,NA,"2017-04-01-VAN-SEA","cascades"
"FlameThrowers",34,29,244,258,NA,NA,12,14,26,31,38,8,36,13,NA,NA,"2017-04-01-SJ-SF","flamethrowers"
"Spiders",34,29,331,351,NA,NA,10,20,27,36,41,2,31,10,NA,NA,"2017-04-01-SJ-SF","spiders"
"Cannons",40,23,227,240,NA,NA,13,13,23,25,32,17,42,24,NA,NA,"2017-04-01-NSH-JAX","cannons"
"Nightwatch",40,23,264,296,NA,NA,10,32,21,42,48,2,25,9,NA,NA,"2017-04-01-NSH-JAX","nightwatch"
"Aviators",26,31,323,336,NA,NA,9,13,20,28,32,11,33,14,NA,NA,"2017-04-01-LA-SD","aviators"
"Growlers",26,31,241,260,NA,NA,7,19,20,33,36,6,28,12,NA,NA,"2017-04-01-LA-SD","growlers"
"Legion",21,17,240,265,NA,NA,13,25,15,19,29,6,23,18,NA,NA,"2017-04-01-AUS-DAL","legion"
"Sol",21,17,249,277,NA,NA,11,28,15,23,34,2,19,14,NA,NA,"2017-04-01-AUS-DAL","sol"
"Hustle",27,19,249,271,NA,NA,11,22,16,29,34,3,21,11,NA,NA,"2017-04-01-ATL-RAL","hustle"
"Flyers",27,19,333,349,NA,NA,14,16,16,21,28,11,29,17,NA,NA,"2017-04-01-ATL-RAL","flyers"
"Legion",33,27,296,312,NA,NA,12,16,22,29,34,11,35,17,NA,NA,"2016-08-07-SEA-DAL","legion"
"Rush",27,20,214,246,NA,NA,12,32,16,29,41,4,22,12,NA,NA,"2016-08-06-TOR-DAL","rush"
"Legion",27,20,296,320,NA,NA,15,24,17,22,30,10,29,24,NA,NA,"2016-08-06-TOR-DAL","legion"
"Radicals",25,26,321,342,NA,NA,11,21,18,28,32,7,27,15,NA,NA,"2016-08-06-SEA-MAD","radicals"
"Radicals",20,16,193,221,NA,NA,19,28,11,18,25,9,22,25,NA,NA,"2016-07-23-PIT-MAD","radicals"
"Thunderbirds",20,16,261,293,NA,NA,11,32,13,22,38,3,18,13,NA,NA,"2016-07-23-PIT-MAD","thunderbirds"
"Rush",23,21,253,285,NA,NA,20,32,14,23,33,9,26,25,NA,NA,"2016-07-23-DC-TOR","rush"
"Breeze",23,21,239,273,NA,NA,17,34,13,26,40,8,23,18,NA,NA,"2016-07-23-DC-TOR","breeze"
"Hustle",28,21,256,282,NA,NA,15,26,15,30,37,6,23,12,NA,NA,"2016-07-23-ATL-DAL","hustle"
"Legion",28,21,29,47,NA,NA,8,18,14,23,28,14,30,21,NA,NA,"2016-07-23-ATL-DAL","legion"
"FlameThrowers",17,23,222,255,NA,NA,14,33,13,25,35,4,19,17,NA,NA,"2016-07-17-SEA-SF","flamethrowers"
"Cascades",17,23,267,297,NA,NA,24,30,12,19,33,11,25,23,NA,NA,"2016-07-17-SEA-SF","cascades"
"Hustle",23,25,303,319,NA,NA,9,16,18,25,29,7,27,15,NA,NA,"2016-07-17-ATL-RAL","hustle"
"Flyers",23,25,276,295,NA,NA,11,19,19,27,34,4,25,11,NA,NA,"2016-07-17-ATL-RAL","flyers"
"Cascades",23,31,252,264,NA,NA,11,12,18,25,26,13,33,21,NA,NA,"2016-07-16-SEA-LA","cascades"
"Aviators",23,31,338,358,NA,NA,9,20,18,33,39,5,25,6,NA,NA,"2016-07-16-SEA-LA","aviators"
"Empire",24,20,224,247,NA,NA,10,23,15,26,31,5,22,14,NA,NA,"2016-07-16-NY-DC","empire"
"Breeze",24,20,302,321,NA,NA,14,19,15,22,30,9,26,14,NA,NA,"2016-07-16-NY-DC","breeze"
"Wind Chill",20,18,233,260,NA,NA,17,27,14,22,40,4,20,8,NA,NA,"2016-07-16-MIN-PIT","windchill"
"Thunderbirds",20,18,237,262,NA,NA,18,25,13,20,22,7,22,25,NA,NA,"2016-07-16-MIN-PIT","thunderbirds"
"Flyers",33,12,104,125,NA,NA,8,21,7,17,27,0,8,3,NA,NA,"2016-07-10-RAL-AUS","flyers"
"Sol",33,12,267,296,NA,NA,20,29,13,14,19,20,35,44,NA,NA,"2016-07-10-RAL-AUS","sol"
"Phoenix",27,19,259,287,NA,NA,6,28,16,29,37,3,21,13,NA,NA,"2016-07-10-PHI-MTL","phoenix"
"Royal",27,19,254,276,NA,NA,16,22,18,21,31,9,28,19,NA,NA,"2016-07-10-PHI-MTL","royal"
"Mechanix",19,20,210,234,NA,NA,11,24,12,22,29,7,21,15,NA,NA,"2016-07-10-MIN-DET","mechanix"
"Wind Chill",19,20,224,247,NA,NA,17,23,12,21,30,8,22,17,NA,NA,"2016-07-10-MIN-DET","windchill"
"Hustle",27,26,263,279,NA,NA,8,16,19,28,32,8,29,15,NA,NA,"2016-07-10-JAX-ATL","hustle"
"Cannons",27,26,284,303,NA,NA,12,19,20,29,35,6,28,11,NA,NA,"2016-07-10-JAX-ATL","cannons"
"AlleyCats",23,17,171,200,NA,NA,10,29,13,25,37,4,19,10,NA,NA,"2016-07-10-IND-MAD","alleycats"
"Radicals",23,17,248,269,NA,NA,16,21,13,19,22,10,25,25,NA,NA,"2016-07-10-IND-MAD","radicals"
